pop,n,step_ratio,pattern,pattern_full,rep,seed,target_path_seed,feedback_noise_seed,feedback_bias_seed
500,12,1.5,sharp,legacy_vector_sharp,16,38008155,38020500,414426838,1130970230
500,12,1.5,sharp,legacy_vector_sharp,17,946673229,946685574,1265359480,1011046853
500,12,1.5,sharp,legacy_vector_sharp,18,408315487,408327832,1277882880,789156500
500,12,1.5,sharp,legacy_vector_sharp,19,38724572,38736917,1464378902,346954189
500,12,1.5,sharp,legacy_vector_sharp,20,475682968,475695313,1653447323,5448809
500,12,1.5,sharp,legacy_vector_sharp,21,1617651069,1617663414,761597137,377711466
500,12,1.5,sharp,legacy_vector_sharp,22,698552479,698564824,1458528416,1775192126
500,12,1.5,sharp,legacy_vector_sharp,23,910127165,910139510,94896538,1537745902
500,12,1.5,sharp,legacy_vector_sharp,24,1103122070,1103134415,860010009,934500912
500,12,1.5,sharp,legacy_vector_sharp,25,93591764,93604109,214443281,425343392
500,12,1.5,sharp,legacy_vector_sharp,26,1529976402,1529988747,57741611,371718025
500,12,1.5,sharp,legacy_vector_sharp,27,713230250,713242595,882585338,1041141265
500,12,1.5,sharp,legacy_vector_sharp,28,287364721,287377066,1409822944,791422804
500,12,1.5,sharp,legacy_vector_sharp,29,1280473938,1280486283,270906401,276548364
500,12,1.5,sharp,legacy_vector_sharp,30,429010616,429022961,536526955,899677679
500,12,1.5,sharp,legacy_vector_sharp,31,351225781,351238126,1722060922,1165719717
500,12,1.5,sharp,legacy_vector_sharp,32,1133690623,1133702968,508746360,447388684
500,12,1.5,sharp,legacy_vector_sharp,33,1516041425,1516053770,752127199,1465379197
500,12,1.5,sharp,legacy_vector_sharp,34,1300353113,1300365458,529040936,1553784650
500,12,1.5,sharp,legacy_vector_sharp,35,1421301178,1421313523,710860969,100210717
500,12,1.5,sharp,legacy_vector_sharp,36,1461505626,1461517971,711006155,1741967006
500,12,1.5,sharp,legacy_vector_sharp,37,126338347,126350692,287421929,666733808
500,12,1.5,sharp,legacy_vector_sharp,38,1451418196,1451430541,820014581,529580099
500,12,1.5,sharp,legacy_vector_sharp,39,1293734535,1293746880,734365452,702767869
500,12,1.5,sharp,legacy_vector_sharp,40,530335611,530347956,326257183,549650920
500,12,1.5,sharp,legacy_vector_sharp,41,299416783,299429128,791460838,633685872
500,12,1.5,sharp,legacy_vector_sharp,42,1483410445,1483422790,525471928,1291332577
500,12,1.5,sharp,legacy_vector_sharp,43,1173859996,1173872341,411800563,214000102
500,12,1.5,sharp,legacy_vector_sharp,44,1334831893,1334844238,74774912,1003482587
500,12,1.5,sharp,legacy_vector_sharp,45,1221492005,1221504350,875583710,823539338
500,12,1.5,sharp,legacy_vector_sharp,46,787665029,787677374,615754741,1248087002
500,12,1.5,sharp,legacy_vector_sharp,47,919175053,919187398,1004066055,670462326
500,12,1.5,sharp,legacy_vector_sharp,48,84036853,84049198,654055976,387958812
500,12,1.5,sharp,legacy_vector_sharp,49,951610892,951623237,1343386837,442312559
500,12,1.5,sharp,legacy_vector_sharp,50,1535903514,1535915859,55166725,303632969
500,12,1.5,sharp,legacy_vector_sharp,51,302189538,302201883,581663719,1356344680
500,12,1.5,sharp,legacy_vector_sharp,52,885178058,885190403,1262212236,1327543218
500,12,1.5,sharp,legacy_vector_sharp,53,631264935,631277280,1772660509,855304998
500,12,1.5,sharp,legacy_vector_sharp,54,261715129,261727474,807933110,1147646424
500,12,1.5,sharp,legacy_vector_sharp,55,326249109,326261454,445466968,585987440
500,12,1.5,sharp,legacy_vector_sharp,56,435691078,435703423,204435786,124503749
500,12,1.5,sharp,legacy_vector_sharp,57,1796889647,1796901992,817697288,1484515181
500,12,1.5,sharp,legacy_vector_sharp,58,1009792520,1009804865,285553415,727529004
500,12,1.5,sharp,legacy_vector_sharp,59,956829874,956842219,293816876,841345112
500,12,1.5,sharp,legacy_vector_sharp,60,1007755632,1007767977,749637552,962469398
500,12,1.5,sharp,legacy_vector_sharp,61,455652082,455664427,372325707,756651306
500,12,1.5,sharp,legacy_vector_sharp,62,563687223,563699568,815039402,152755215
500,12,1.5,sharp,legacy_vector_sharp,63,976348924,976361269,141516364,1099281870
500,12,1.5,sharp,legacy_vector_sharp,64,351274964,351287309,356179849,472110874
500,12,1.5,sharp,legacy_vector_sharp,65,766201775,766214120,817038960,1712207267
500,12,1.5,sharp,legacy_vector_sharp,66,351456394,351468739,131310884,1542420473
500,12,1.5,sharp,legacy_vector_sharp,67,87061760,87074105,19250323,930208021
500,12,1.5,sharp,legacy_vector_sharp,68,1657097936,1657110281,1505343687,1053339759
500,12,1.5,sharp,legacy_vector_sharp,69,239481799,239494144,1297976371,940774234
500,12,1.5,sharp,legacy_vector_sharp,70,415130562,415142907,813562380,1282313197
500,12,1.5,sharp,legacy_vector_sharp,71,161329107,161341452,983434014,501691608
500,12,1.5,sharp,legacy_vector_sharp,72,1127704187,1127716532,440409499,636436332
500,12,1.5,sharp,legacy_vector_sharp,73,1070360264,1070372609,15785339,1304326915
500,12,1.5,sharp,legacy_vector_sharp,74,360744493,360756838,1722696108,408170886
500,12,1.5,sharp,legacy_vector_sharp,75,1261319451,1261331796,622771907,846819572
500,12,1.5,sharp,legacy_vector_sharp,76,554034543,554046888,1461818595,725502676
500,12,1.5,sharp,legacy_vector_sharp,77,1400743613,1400755958,263749947,1198629823
500,12,1.5,sharp,legacy_vector_sharp,78,434059588,434071933,589816987,82266746
500,12,1.5,sharp,legacy_vector_sharp,79,29926991,29939336,1037945150,667050690
500,12,1.5,sharp,legacy_vector_sharp,80,632785740,632798085,1413770866,416869635
500,12,1.5,sharp,legacy_vector_sharp,81,824185883,824198228,548548302,1186979976
500,12,1.5,sharp,legacy_vector_sharp,82,222242491,222254836,597244808,696906656
500,12,1.5,sharp,legacy_vector_sharp,83,880929130,880941475,930673869,717630567
500,12,1.5,sharp,legacy_vector_sharp,84,1489539788,1489552133,1211502608,816829975
500,12,1.5,sharp,legacy_vector_sharp,85,1139036017,1139048362,511085415,344193117
500,12,1.5,sharp,legacy_vector_sharp,86,618063147,618075492,1421792360,340179403
500,12,1.5,sharp,legacy_vector_sharp,87,232245854,232258199,1543139462,299383817
500,12,1.5,sharp,legacy_vector_sharp,88,985469982,985482327,940351532,557527504
500,12,1.5,sharp,legacy_vector_sharp,89,247803932,247816277,112591262,758908680
500,12,1.5,sharp,legacy_vector_sharp,90,377966162,377978507,532439203,1634897213
500,12,1.5,sharp,legacy_vector_sharp,91,1624112704,1624125049,672797216,1023463316
500,12,1.5,sharp,legacy_vector_sharp,92,1103382614,1103394959,780213873,530128838
500,12,1.5,sharp,legacy_vector_sharp,93,1227717451,1227729796,129191421,290536278
500,12,1.5,sharp,legacy_vector_sharp,94,179447368,179459713,139384451,1308044613
500,12,1.5,sharp,legacy_vector_sharp,95,256133112,256145457,427514103,683152457
500,12,1.5,sharp,legacy_vector_sharp,96,44483685,44496030,1424271008,21875916
500,12,1.5,sharp,legacy_vector_sharp,97,1769065591,1769077936,1757627691,1217087916
500,12,1.5,sharp,legacy_vector_sharp,98,1571452397,1571464742,917909558,1722866084
500,12,1.5,sharp,legacy_vector_sharp,99,1519099811,1519112156,987262709,1319449553
500,12,1.5,zigzag,legacy_vector_zigzag,0,1254245730,1254258075,77862625,1292173302
500,12,1.5,zigzag,legacy_vector_zigzag,1,1714344893,1714357238,973958954,348470080
500,12,1.5,zigzag,legacy_vector_zigzag,2,1168124277,1168136622,966456145,1462545943
500,12,1.5,zigzag,legacy_vector_zigzag,3,1632834599,1632846944,1489101638,683076232
500,12,1.5,zigzag,legacy_vector_zigzag,4,918290221,918302566,1322200752,643455665
500,12,1.5,zigzag,legacy_vector_zigzag,5,756132932,756145277,1314906927,513313609
500,12,1.5,zigzag,legacy_vector_zigzag,6,591397467,591409812,230815749,1241495189
500,12,1.5,zigzag,legacy_vector_zigzag,7,673339929,673352274,1161046932,563919590
500,12,1.5,zigzag,legacy_vector_zigzag,8,337655808,337668153,266218143,166341287
500,12,1.5,zigzag,legacy_vector_zigzag,9,1052025844,1052038189,361326723,719053718
500,12,1.5,zigzag,legacy_vector_zigzag,10,1401910414,1401922759,1200289321,249745757
500,12,1.5,zigzag,legacy_vector_zigzag,11,280565833,280578178,1759101786,423079069
500,12,1.5,zigzag,legacy_vector_zigzag,12,769446155,769458500,353481735,758575648
500,12,1.5,zigzag,legacy_vector_zigzag,13,408532363,408544708,181592792,38755386
500,12,1.5,zigzag,legacy_vector_zigzag,14,513643957,513656302,1558118084,317172810
500,12,1.5,zigzag,legacy_vector_zigzag,15,770743929,770756274,1234536494,749914635
500,12,1.5,zigzag,legacy_vector_zigzag,16,178771484,178783829,1740813648,1423463693
500,12,1.5,zigzag,legacy_vector_zigzag,17,1217804231,1217816576,1153883605,1459680079
500,12,1.5,zigzag,legacy_vector_zigzag,18,116181279,116193624,1797871553,503074217
500,12,1.5,zigzag,legacy_vector_zigzag,19,273423379,273435724,899883741,83711733
500,12,1.5,zigzag,legacy_vector_zigzag,20,1032424901,1032437246,371944230,9526342
500,12,1.5,zigzag,legacy_vector_zigzag,21,1516921007,1516933352,327969302,380217847
500,12,1.5,zigzag,legacy_vector_zigzag,22,389329853,389342198,1619262430,325572384
500,12,1.5,zigzag,legacy_vector_zigzag,23,1355097722,1355110067,1632581728,1671426779
500,12,1.5,zigzag,legacy_vector_zigzag,24,1145286878,1145299223,1483543364,905273572
500,12,1.5,zigzag,legacy_vector_zigzag,25,191944962,191957307,850037905,1704420998
500,12,1.5,zigzag,legacy_vector_zigzag,26,1467988680,1468001025,881964188,1471263739
500,12,1.5,zigzag,legacy_vector_zigzag,27,1007037830,1007050175,1432147608,1729617358
500,12,1.5,zigzag,legacy_vector_zigzag,28,483993935,484006280,812296517,298391986
500,12,1.5,zigzag,legacy_vector_zigzag,29,1210701513,1210713858,234129080,1689753900
500,12,1.5,zigzag,legacy_vector_zigzag,30,174041807,174054152,236877001,89442740
500,12,1.5,zigzag,legacy_vector_zigzag,31,895830432,895842777,808284311,1365385530
500,12,1.5,zigzag,legacy_vector_zigzag,32,246362633,246374978,939755511,701246674
500,12,1.5,zigzag,legacy_vector_zigzag,33,958290756,958303101,1517285236,1788240066
500,12,1.5,zigzag,legacy_vector_zigzag,34,839016198,839028543,969526906,547454099
500,12,1.5,zigzag,legacy_vector_zigzag,35,1707288515,1707300860,211903335,29691694
500,12,1.5,zigzag,legacy_vector_zigzag,36,883827920,883840265,940496941,1384790416
500,12,1.5,zigzag,legacy_vector_zigzag,37,1445722819,1445735164,278986717,305092902
500,12,1.5,zigzag,legacy_vector_zigzag,38,1119725067,1119737412,145074166,1623954270
500,12,1.5,zigzag,legacy_vector_zigzag,39,184906606,184918951,904054829,798091481
500,12,1.5,zigzag,legacy_vector_zigzag,40,59747364,59759709,866776514,490699764
500,12,1.5,zigzag,legacy_vector_zigzag,41,1106625917,1106638262,580517373,954546878
500,12,1.5,zigzag,legacy_vector_zigzag,42,1746644228,1746656573,592350060,453354764
500,12,1.5,zigzag,legacy_vector_zigzag,43,948286103,948298448,1565250059,675917630
500,12,1.5,zigzag,legacy_vector_zigzag,44,117646012,117658357,36823297,713523806
500,12,1.5,zigzag,legacy_vector_zigzag,45,995330574,995342919,1041883871,1192670327
500,12,1.5,zigzag,legacy_vector_zigzag,46,1050726626,1050738971,22311851,1292705232
500,12,1.5,zigzag,legacy_vector_zigzag,47,1255213141,1255225486,1492580329,655967134
500,12,1.5,zigzag,legacy_vector_zigzag,48,1374377946,1374390291,1465169628,308351401
500,12,1.5,zigzag,legacy_vector_zigzag,49,720902726,720915071,1369149108,389789213
500,12,1.5,zigzag,legacy_vector_zigzag,50,1564410080,1564422425,130617058,999973436
500,12,1.5,zigzag,legacy_vector_zigzag,51,480277048,480289393,1290740057,1269364642
500,12,1.5,zigzag,legacy_vector_zigzag,52,12875945,12888290,319145704,472544590
500,12,1.5,zigzag,legacy_vector_zigzag,53,50048776,50061121,386316643,513935850
500,12,1.5,zigzag,legacy_vector_zigzag,54,781141732,781154077,906279121,1441049857
500,12,1.5,zigzag,legacy_vector_zigzag,55,52902319,52914664,1512211810,1422310178
500,12,1.5,zigzag,legacy_vector_zigzag,56,562414851,562427196,669922240,56430142
500,12,1.5,zigzag,legacy_vector_zigzag,57,951728870,951741215,945820905,1633072153
500,12,1.5,zigzag,legacy_vector_zigzag,58,84952826,84965171,1434556514,1794735370
500,12,1.5,zigzag,legacy_vector_zigzag,59,1251619639,1251631984,1341239306,648520200
500,12,1.5,zigzag,legacy_vector_zigzag,60,1292790241,1292802586,1191953817,1183198039
500,12,1.5,zigzag,legacy_vector_zigzag,61,931554116,931566461,325781360,705221773
500,12,1.5,zigzag,legacy_vector_zigzag,62,1018473435,1018485780,594540456,1107312478
500,12,1.5,zigzag,legacy_vector_zigzag,63,298781149,298793494,478486304,677251016
500,12,1.5,zigzag,legacy_vector_zigzag,64,652999385,653011730,1322488501,255369140
500,12,1.5,zigzag,legacy_vector_zigzag,65,931568677,931581022,217429498,715212917
500,12,1.5,zigzag,legacy_vector_zigzag,66,695832728,695845073,1355417191,1403857075
500,12,1.5,zigzag,legacy_vector_zigzag,67,1470615136,1470627481,1542314274,981728662
500,12,1.5,zigzag,legacy_vector_zigzag,68,648776892,648789237,1242872979,236991584
500,12,1.5,zigzag,legacy_vector_zigzag,69,1394937432,1394949777,1006864094,1226809117
500,12,1.5,zigzag,legacy_vector_zigzag,70,1022031731,1022044076,1497467794,1469697077
500,12,1.5,zigzag,legacy_vector_zigzag,71,280377465,280389810,1593328881,1438155208
500,12,1.5,zigzag,legacy_vector_zigzag,72,1016532879,1016545224,364854136,1395768689
500,12,1.5,zigzag,legacy_vector_zigzag,73,1684282334,1684294679,179943511,419509420
500,12,1.5,zigzag,legacy_vector_zigzag,74,327822769,327835114,1224342596,509444928
500,12,1.5,zigzag,legacy_vector_zigzag,75,316726674,316739019,646595200,1520191207
500,12,1.5,zigzag,legacy_vector_zigzag,76,350944722,350957067,484763835,1708796636
500,12,1.5,zigzag,legacy_vector_zigzag,77,327916763,327929108,1525987793,210475390
500,12,1.5,zigzag,legacy_vector_zigzag,78,1621283713,1621296058,906181386,29774111
500,12,1.5,zigzag,legacy_vector_zigzag,79,1087015871,1087028216,1405042302,466090801
500,12,1.5,zigzag,legacy_vector_zigzag,80,911886067,911898412,50778808,1032959868
500,12,1.5,zigzag,legacy_vector_zigzag,81,469928209,469940554,692128476,674654159
500,12,1.5,zigzag,legacy_vector_zigzag,82,237762389,237774734,299548252,221072911
500,12,1.5,zigzag,legacy_vector_zigzag,83,554749178,554761523,590079341,1329801239
500,12,1.5,zigzag,legacy_vector_zigzag,84,1416993181,1417005526,1514258137,1239940087
500,12,1.5,zigzag,legacy_vector_zigzag,85,65311485,65323830,1005884660,30855323
500,12,1.5,zigzag,legacy_vector_zigzag,86,1685142927,1685155272,314666335,637991507
500,12,1.5,zigzag,legacy_vector_zigzag,87,1516672740,1516685085,1451556255,651723742
500,12,1.5,zigzag,legacy_vector_zigzag,88,1309467954,1309480299,467824335,1349231999
500,12,1.5,zigzag,legacy_vector_zigzag,89,1696910246,1696922591,355430991,595503177
500,12,1.5,zigzag,legacy_vector_zigzag,90,88106335,88118680,1037786035,934316467
500,12,1.5,zigzag,legacy_vector_zigzag,91,35087596,35099941,735699465,620348168
500,12,1.5,zigzag,legacy_vector_zigzag,92,1070406781,1070419126,321121334,946815052
500,12,1.5,zigzag,legacy_vector_zigzag,93,793979239,793991584,1427674779,1174917848
500,12,1.5,zigzag,legacy_vector_zigzag,94,461345355,461357700,1564963075,1779946863
500,12,1.5,zigzag,legacy_vector_zigzag,95,113092513,113104858,1466402513,206026925
500,12,1.5,zigzag,legacy_vector_zigzag,96,1345309203,1345321548,1580261603,1302503071
500,12,1.5,zigzag,legacy_vector_zigzag,97,1304246627,1304258972,1194459759,456936119
500,12,1.5,zigzag,legacy_vector_zigzag,98,163595193,163607538,136540957,700491239
500,12,1.5,zigzag,legacy_vector_zigzag,99,501690492,501702837,1498489551,1135629804
500,4,2.0,random,legacy_vector_random,0,1411845250,1411857595,1328390946,1597260336
500,4,2.0,random,legacy_vector_random,1,460245694,460258039,97544468,652291081
500,4,2.0,random,legacy_vector_random,2,1562154762,1562167107,1622786479,1439703029
500,4,2.0,random,legacy_vector_random,3,1444853936,1444866281,1659782518,726115336
500,4,2.0,random,legacy_vector_random,4,1567794665,1567807010,313566155,1614097074
500,4,2.0,random,legacy_vector_random,5,354453460,354465805,1370875815,766487000
500,4,2.0,random,legacy_vector_random,6,216909748,216922093,1206431205,1194332343
500,4,2.0,random,legacy_vector_random,7,115223173,115235518,267921805,262841238
500,4,2.0,random,legacy_vector_random,8,310528029,310540374,1674518354,901895402
500,4,2.0,random,legacy_vector_random,9,608476028,608488373,1546666353,1357754389
500,4,2.0,random,legacy_vector_random,10,273352392,273364737,702327813,1294234944
500,4,2.0,random,legacy_vector_random,11,1395093117,1395105462,1571688072,1029771356
500,4,2.0,random,legacy_vector_random,12,110720626,110732971,461701515,302082852
500,4,2.0,random,legacy_vector_random,13,1321584738,1321597083,1062132365,1730077731
500,4,2.0,random,legacy_vector_random,14,759574360,759586705,280893166,1787942767
500,4,2.0,random,legacy_vector_random,15,1298016270,1298028615,1456940210,1416226731
500,4,2.0,random,legacy_vector_random,16,1572082572,1572094917,528520591,20834744
500,4,2.0,random,legacy_vector_random,17,1680436331,1680448676,760996787,38014548
500,4,2.0,random,legacy_vector_random,18,203429323,203441668,1230421382,1634390674
500,4,2.0,random,legacy_vector_random,19,66087252,66099597,1330786695,1570141190
500,4,2.0,random,legacy_vector_random,20,85456406,85468751,246441756,1111354207
500,4,2.0,random,legacy_vector_random,21,575575421,575587766,365393923,229185604
500,4,2.0,random,legacy_vector_random,22,776930160,776942505,1370313341,667178650
500,4,2.0,random,legacy_vector_random,23,910906416,910918761,1500915411,663574565
500,4,2.0,random,legacy_vector_random,24,1248524935,1248537280,988642000,240381329
500,4,2.0,random,legacy_vector_random,25,1165460112,1165472457,1392562141,1531068562
500,4,2.0,random,legacy_vector_random,26,1047854893,1047867238,599033482,1718894897
500,4,2.0,random,legacy_vector_random,27,974045677,974058022,457737547,573204237
500,4,2.0,random,legacy_vector_random,28,788955805,788968150,1167979740,1182815613
500,4,2.0,random,legacy_vector_random,29,193609236,193621581,454718270,1160963371
500,4,2.0,random,legacy_vector_random,30,791314661,791327006,1789295986,934000063
500,4,2.0,random,legacy_vector_random,31,1177994660,1178007005,919011868,1705581818
500,4,2.0,random,legacy_vector_random,32,1123395702,1123408047,721142717,705794921
500,4,2.0,random,legacy_vector_random,33,1084098609,1084110954,1015417257,1611010880
500,4,2.0,random,legacy_vector_random,34,636789387,636801732,725580604,337460777
500,4,2.0,random,legacy_vector_random,35,1613556350,1613568695,1336811573,1738177597
500,4,2.0,random,legacy_vector_random,36,596486149,596498494,1062030967,600352826
500,4,2.0,random,legacy_vector_random,37,772948559,772960904,772037943,1341935901
500,4,2.0,random,legacy_vector_random,38,1532847161,1532859506,771342873,975608391
500,4,2.0,random,legacy_vector_random,39,157960924,157973269,456242028,811583597
500,4,2.0,random,legacy_vector_random,40,1517443592,1517455937,1305696191,1788089543
500,4,2.0,random,legacy_vector_random,41,515623147,515635492,1336172950,1234223433
500,4,2.0,random,legacy_vector_random,42,193481993,193494338,37432145,837287155
500,4,2.0,random,legacy_vector_random,43,376522456,376534801,809272816,1549285601
500,4,2.0,random,legacy_vector_random,44,993092555,993104900,488815021,1570666677
500,4,2.0,random,legacy_vector_random,45,505079423,505091768,61722693,814530191
500,4,2.0,random,legacy_vector_random,46,829386964,829399309,1296795004,1630390989
500,4,2.0,random,legacy_vector_random,47,1099836239,1099848584,1228505585,1170495154
500,4,2.0,random,legacy_vector_random,48,74694923,74707268,1502851223,973054549
500,4,2.0,random,legacy_vector_random,49,804514045,804526390,1594147004,521592937
500,4,2.0,random,legacy_vector_random,50,1523849974,1523862319,1193352877,1651637725
500,4,2.0,random,legacy_vector_random,51,79926204,79938549,846851383,1534481952
500,4,2.0,random,legacy_vector_random,52,724598325,724610670,876804716,338777899
500,4,2.0,random,legacy_vector_random,53,792921454,792933799,1349120332,723748636
500,4,2.0,random,legacy_vector_random,54,228246246,228258591,1626369361,700996414
500,4,2.0,random,legacy_vector_random,55,1607634664,1607647009,1306913689,1740063417
500,4,2.0,random,legacy_vector_random,56,1361426781,1361439126,1202827511,1033591467
500,4,2.0,random,legacy_vector_random,57,582193061,582205406,969938901,1492565244
500,4,2.0,random,legacy_vector_random,58,732763556,732775901,1353986840,146391293
500,4,2.0,random,legacy_vector_random,59,679394525,679406870,47988764,364748975
500,4,2.0,random,legacy_vector_random,60,1768108024,1768120369,539148250,243693322
500,4,2.0,random,legacy_vector_random,61,1230716169,1230728514,1324134725,1414375418
500,4,2.0,random,legacy_vector_random,62,227818867,227831212,305674872,1549379037
500,4,2.0,random,legacy_vector_random,63,247926403,247938748,1708081734,364168774
500,4,2.0,random,legacy_vector_random,64,1013914290,1013926635,810257489,1347466497
500,4,2.0,random,legacy_vector_random,65,336778775,336791120,59462127,328576172
500,4,2.0,random,legacy_vector_random,66,69460065,69472410,1430978635,1335676227
500,4,2.0,random,legacy_vector_random,67,1127877604,1127889949,1135108276,1480996003
500,4,2.0,random,legacy_vector_random,68,48459515,48471860,447092450,1565347577
500,4,2.0,random,legacy_vector_random,69,1531081171,1531093516,1337626352,1097508375
500,4,2.0,random,legacy_vector_random,70,1018924170,1018936515,770475628,1783669290
500,4,2.0,random,legacy_vector_random,71,201222359,201234704,1327649342,279693225
500,4,2.0,random,legacy_vector_random,72,560000893,560013238,882016136,456515471
500,4,2.0,random,legacy_vector_random,73,813706962,813719307,1287170776,995696205
500,4,2.0,random,legacy_vector_random,74,1689975394,1689987739,1390897362,57081116
500,4,2.0,random,legacy_vector_random,75,59366713,59379058,1676216902,105250545
500,4,2.0,random,legacy_vector_random,76,28926385,28938730,1108131385,1368171798
500,4,2.0,random,legacy_vector_random,77,399276158,399288503,657043331,1589529138
500,4,2.0,random,legacy_vector_random,78,1584247645,1584259990,1024841612,523431081
500,4,2.0,random,legacy_vector_random,79,573140318,573152663,297581419,1611820436
500,4,2.0,random,legacy_vector_random,80,541739480,541751825,978385714,1371508461
500,4,2.0,random,legacy_vector_random,81,217942075,217954420,1594409369,105053302
500,4,2.0,random,legacy_vector_random,82,502401212,502413557,400619527,977905372
500,4,2.0,random,legacy_vector_random,83,727446148,727458493,1764215807,993113784
500,4,2.0,random,legacy_vector_random,84,909551464,909563809,510019391,92732087
500,4,2.0,random,legacy_vector_random,85,1296141837,1296154182,182676013,806851414
500,4,2.0,random,legacy_vector_random,86,1006352619,1006364964,1659975787,621502353
500,4,2.0,random,legacy_vector_random,87,394912252,394924597,1222075810,413323563
500,4,2.0,random,legacy_vector_random,88,138799387,138811732,1224243102,1363436009
500,4,2.0,random,legacy_vector_random,89,820562580,820574925,699121278,493810853
500,4,2.0,random,legacy_vector_random,90,1525344936,1525357281,309840115,1784464626
500,4,2.0,random,legacy_vector_random,91,885954552,885966897,1620359947,1570621007
500,4,2.0,random,legacy_vector_random,92,1490155193,1490167538,857000899,160127579
500,4,2.0,random,legacy_vector_random,93,1015388146,1015400491,1523404462,918741147
500,4,2.0,random,legacy_vector_random,94,614363792,614376137,494603304,1783860938
500,4,2.0,random,legacy_vector_random,95,591667560,591679905,340817342,1030949996
500,4,2.0,random,legacy_vector_random,96,349304297,349316642,1435466169,1394669818
500,4,2.0,random,legacy_vector_random,97,4871918,4884263,1567459644,898527654
500,4,2.0,random,legacy_vector_random,98,760001717,760014062,1186422309,904582275
500,4,2.0,random,legacy_vector_random,99,167209394,167221739,1388730664,526032354
500,4,2.0,scurve,legacy_vector_scurve,0,251903901,251916246,602743803,387086478
500,4,2.0,scurve,legacy_vector_scurve,1,1055827504,1055839849,586848781,1498498363
500,4,2.0,scurve,legacy_vector_scurve,2,763291087,763303432,1105126776,263099968
500,4,2.0,scurve,legacy_vector_scurve,3,182652234,182664579,853103488,561953631
500,4,2.0,scurve,legacy_vector_scurve,4,682070012,682082357,996635563,1727145703
500,4,2.0,scurve,legacy_vector_scurve,5,1572687630,1572699975,880296156,138648467
500,4,2.0,scurve,legacy_vector_scurve,6,765881104,765893449,498067667,1302027479
500,4,2.0,scurve,legacy_vector_scurve,7,632192267,632204612,868341000,1565413138
500,4,2.0,scurve,legacy_vector_scurve,8,1002838581,1002850926,974911736,1505852494
500,4,2.0,scurve,legacy_vector_scurve,9,1311276496,1311288841,173879650,1014017638
500,4,2.0,scurve,legacy_vector_scurve,10,616491459,616503804,1759014027,933159527
500,4,2.0,scurve,legacy_vector_scurve,11,1323731190,1323743535,1683000244,1352532172
500,4,2.0,scurve,legacy_vector_scurve,12,297089887,297102232,981762013,136758256
500,4,2.0,scurve,legacy_vector_scurve,13,926461802,926474147,418735663,688652328
500,4,2.0,scurve,legacy_vector_scurve,14,180152657,180165002,1562626196,1370594720
500,4,2.0,scurve,legacy_vector_scurve,15,655023021,655035366,979913276,1221958105
500,4,2.0,scurve,legacy_vector_scurve,16,792509027,792521372,955398584,1099846597
500,4,2.0,scurve,legacy_vector_scurve,17,1099850459,1099862804,625045160,381566578
500,4,2.0,scurve,legacy_vector_scurve,18,93191246,93203591,866309193,1009106872
500,4,2.0,scurve,legacy_vector_scurve,19,946921035,946933380,1775365739,1722544248
500,4,2.0,scurve,legacy_vector_scurve,20,742135872,742148217,1648147602,1471494765
500,4,2.0,scurve,legacy_vector_scurve,21,330828217,330840562,303215082,909533432
500,4,2.0,scurve,legacy_vector_scurve,22,1659958611,1659970956,1472132012,899561024
500,4,2.0,scurve,legacy_vector_scurve,23,1337380630,1337392975,786077997,1565648599
500,4,2.0,scurve,legacy_vector_scurve,24,99985114,99997459,1572768183,1640255189
500,4,2.0,scurve,legacy_vector_scurve,25,1436432376,1436444721,1756658013,786341968
500,4,2.0,scurve,legacy_vector_scurve,26,232256241,232268586,433611943,1513771476
500,4,2.0,scurve,legacy_vector_scurve,27,266543438,266555783,966571814,1593867461
500,4,2.0,scurve,legacy_vector_scurve,28,797220428,797232773,1020746986,312626901
500,4,2.0,scurve,legacy_vector_scurve,29,1759331246,1759343591,657864034,205210048
500,4,2.0,scurve,legacy_vector_scurve,30,1746889254,1746901599,1749466027,1764971310
500,4,2.0,scurve,legacy_vector_scurve,31,120188513,120200858,624189375,1215282340
500,4,2.0,scurve,legacy_vector_scurve,32,1031976214,1031988559,706366736,1710110056
500,4,2.0,scurve,legacy_vector_scurve,33,973710832,973723177,1690212828,734382058
500,4,2.0,scurve,legacy_vector_scurve,34,1332024937,1332037282,729430875,671986227
500,4,2.0,scurve,legacy_vector_scurve,35,1797423178,1797435523,647860419,498497937
500,4,2.0,scurve,legacy_vector_scurve,36,121236798,121249143,113963956,1781525352
500,4,2.0,scurve,legacy_vector_scurve,37,672217730,672230075,105621110,359353639
500,4,2.0,scurve,legacy_vector_scurve,38,1685651401,1685663746,1588333761,1234131314
500,4,2.0,scurve,legacy_vector_scurve,39,354862202,354874547,1585221909,213968632
500,4,2.0,scurve,legacy_vector_scurve,40,142433275,142445620,1172777509,520161895
500,4,2.0,scurve,legacy_vector_scurve,41,506834104,506846449,143678704,531701743
500,4,2.0,scurve,legacy_vector_scurve,42,1443131008,1443143353,977848723,319975821
500,4,2.0,scurve,legacy_vector_scurve,43,1071150382,1071162727,1666384979,204955637
500,4,2.0,scurve,legacy_vector_scurve,44,426337187,426349532,1144288813,1123477611
500,4,2.0,scurve,legacy_vector_scurve,45,1764030555,1764042900,1534256362,1346893893
500,4,2.0,scurve,legacy_vector_scurve,46,1544656317,1544668662,396536592,1493456063
